CODE;MNEMONIC;NAME;DESCRIPTION;GROUP;NSI_ID;STARTED;REVOKED;EXP;PWR_VIS;PWR_READ;PWR_ISS;CXT;LEGAL_RELATIONS;LAW_DETAILS;autokey
BBDOCS_CNTRCT_SRVC_FCTRNG_CNTRCTFCTRNGGENERAL;CNTRCTFCTRNGGENERAL;Заключать и подписывать договоры финансирования (факторинга);Заключать и подписывать договоры финансирования (факторинга);991928bd-8006-408e-bc1f-454d9cb272c3;BB;01.09.2023;;;PUB;"[""P"", ""OA"", ""OB"", ""OL""]";"[""P"", ""OA"", ""OB"", ""OL""]";"{""isRestriction"": false}";;;POWER_PWR_CLASS_MCHD_ANOTHER_CNTRCTFCTRNGGENERAL
BBDOCS_CNTRCT_RENT_EQPMNT_CNTRCTEQPMNTGENERAL;CNTRCTEQPMNTGENERAL;Заключать и подписывать договоры аренды (лизинга) оборудования;Заключать и подписывать договоры аренды (лизинга) оборудования;88a6721c-54fe-492b-bd20-396326ffa933;BB;01.09.2023;;;PUB;"[""P"", ""OA"", ""OB"", ""OL""]";"[""P"", ""OA"", ""OB"", ""OL""]";"{""isRestriction"": false}";;;POWER_PWR_CLASS_MCHD_ANOTHER_CNTRCTEQPMNTGENERAL
BBDOCS_CNTRCT_SALE_SCRTS_CNTRCTSCRTS4;CNTRCTSCRTS4;Заключать и подписывать договоры купли-продажи акций;Заключать и подписывать договоры купли-продажи акций;6c0d78fc-7903-4c0b-bd46-bcab6235a344;BB;01.09.2023;;;PUB;"[""P"", ""OA"", ""OB"", ""OL""]";"[""P"", ""OA"", ""OB"", ""OL""]";"{""isRestriction"": false}";;;POWER_PWR_CLASS_MCHD_ANOTHER_CNTRCTSCRTS4
BBDOCS_CNTRCT_SALE_SCRTS_DOCSSCRTS9;DOCSSCRTS9;Подписывать документы, связанные с исполнением/неисполнением обязательств по договорам приобретения закладных;Подписывать документы, связанные с исполнением/неисполнением обязательств по договорам приобретения закладных;6c0d78fc-7903-4c0b-bd46-bcab6235a344;BB;01.09.2023;;;PUB;"[""P"", ""OA"", ""OB"", ""OL""]";"[""P"", ""OA"", ""OB"", ""OL""]";"{""isRestriction"": false}";;;POWER_PWR_CLASS_MCHD_ANOTHER_DOCSSCRTS9
BBDOCS_CNTRCT_OBLGTN_GRNT_DOCSGRNT1;DOCSGRNT1;Подписывать документы, связанные с исполнением/неисполнением обязательств по договорам на выдачу банковских гарантий;Подписывать документы, связанные с исполнением/неисполнением обязательств по договорам на выдачу банковских гарантий;069d7064-987b-42eb-947c-4216d3decd1d;BB;01.09.2023;;;PUB;"[""P"", ""OA"", ""OB"", ""OL""]";"[""P"", ""OA"", ""OB"", ""OL""]";"{""isRestriction"": false}";;;POWER_PWR_CLASS_MCHD_ANOTHER_DOCSGRNT1
BBDOCS_CNTRCT_SRVC_BLD_CNTRCTBLD6;CNTRCTBLD6;Заключать и подписывать договоры оказания услуг дератизации, дезинсекции;Заключать и подписывать договоры оказания услуг дератизации, дезинсекции;07fefdc1-7917-4b32-85ed-4ffaa4e7f7dd;BB;01.09.2023;;;PUB;"[""P"", ""OA"", ""OB"", ""OL""]";"[""P"", ""OA"", ""OB"", ""OL""]";"{""isRestriction"": false}";;;POWER_PWR_CLASS_MCHD_ANOTHER_CNTRCTBLD6
BBDOCS_CNTRCT_INSRNC_PRPRT_CNTRCTPRPRT4;CNTRCTPRPRT4;Заключать и подписывать договоры добровольного страхования средств наземного транспорта (кроме средств железнодорожного транспорта), за исключением автотранспортных средств;Заключать и подписывать договоры добровольного страхования средств наземного транспорта (кроме средств железнодорожного транспорта), за исключением автотранспортных средств;3958e91e-7362-4bb5-8a65-072e4f831658;BB;01.09.2023;;;PUB;"[""P"", ""OA"", ""OB"", ""OL""]";"[""P"", ""OA"", ""OB"", ""OL""]";"{""isRestriction"": false}";;;POWER_PWR_CLASS_MCHD_ANOTHER_CNTRCTPRPRT4
BBDOCS_CNTRCT_INSRNC_BRSKS_DOCSBRSKS6;DOCSBRSKS6;Подписывать запросы и иные документы, адресованные третьим лицам касательно взыскания страховой организацией денежных средств в порядке суброгации и регресса;Подписывать запросы и иные документы, адресованные третьим лицам касательно взыскания страховой организацией денежных средств в порядке суброгации и регресса;13295adb-2d6d-44be-ab79-cf542faa0855;BB;01.09.2023;;;PUB;"[""P"", ""OA"", ""OB"", ""OL""]";"[""P"", ""OA"", ""OB"", ""OL""]";"{""isRestriction"": false}";;;POWER_PWR_CLASS_MCHD_ANOTHER_DOCSBRSKS6
BBDOCS_CNTRCT_RENT_RLESTT_ADDTNLCNTRCTRLESTTGENERAL;ADDTNLCNTRCTRLESTTGENERAL;Заключать и подписывать к договорам аренды объектов недвижимости приложения, спецификации, дополнительные соглашения (соглашения) об их изменении, расторжении и прекращении;Заключать и подписывать к договорам аренды объектов недвижимости приложения, спецификации, дополнительные соглашения (соглашения) об их изменении, расторжении и прекращении;d408c552-1b7e-40d4-a0b1-713580fc2878;BB;01.09.2023;;;PUB;"[""P"", ""OA"", ""OB"", ""OL""]";"[""P"", ""OA"", ""OB"", ""OL""]";"{""isRestriction"": false}";;;POWER_PWR_CLASS_MCHD_ANOTHER_ADDTNLCNTRCTRLESTTGENERAL
BBDOCS_CNTRCT_RENT_RLESTT_PRECNTRCTRLESTTGENERAL;PRECNTRCTRLESTTGENERAL;Заключать и подписывать предварительные договоры аренды объектов недвижимости;Заключать и подписывать предварительные договоры аренды объектов недвижимости;d408c552-1b7e-40d4-a0b1-713580fc2878;BB;01.09.2023;;;PUB;"[""P"", ""OA"", ""OB"", ""OL""]";"[""P"", ""OA"", ""OB"", ""OL""]";"{""isRestriction"": false}";;;POWER_PWR_CLASS_MCHD_ANOTHER_PRECNTRCTRLESTTGENERAL
BBDOCS_CNTRCT_INSRNC_PRPRT_CNTRCTPRPRT46;CNTRCTPRPRT46;Заключать и подписывать договоры страхования домашнего имущества граждан;Заключать и подписывать договоры страхования домашнего имущества граждан;3958e91e-7362-4bb5-8a65-072e4f831658;BB;01.09.2023;;;PUB;"[""P"", ""OA"", ""OB"", ""OL""]";"[""P"", ""OA"", ""OB"", ""OL""]";"{""isRestriction"": false}";;;POWER_PWR_CLASS_MCHD_ANOTHER_CNTRCTPRPRT46
BBDOCS_CNTRCT_INSRNC_PRPRT_CNTRCTPRPRT50;CNTRCTPRPRT50;Заключать и подписывать договоры добровольного страхования имущества граждан в составе комбинированного (комплексного) договора ипотечного страхования;Заключать и подписывать договоры добровольного страхования имущества граждан в составе комбинированного (комплексного) договора ипотечного страхования;3958e91e-7362-4bb5-8a65-072e4f831658;BB;01.09.2023;;;PUB;"[""P"", ""OA"", ""OB"", ""OL""]";"[""P"", ""OA"", ""OB"", ""OL""]";"{""isRestriction"": false}";;;POWER_PWR_CLASS_MCHD_ANOTHER_CNTRCTPRPRT50
BBDOCS_CNTRCT_LBR_LABOUR_DOCSLABOUR22;DOCSLABOUR22;Утверждать акты о несчастном случае на производстве;Утверждать акты о несчастном случае на производстве;0179f22b-7d58-48d7-bfae-bb032cc13aaf;BB;01.09.2023;;;PUB;"[""P"", ""OA"", ""OB"", ""OL""]";"[""P"", ""OA"", ""OB"", ""OL""]";"{""isRestriction"": false}";;;POWER_PWR_CLASS_MCHD_ANOTHER_DOCSLABOUR22
BBDOCS_CNTRCT_INSRNC_PRSNL_CNTRCTPRSNL1;CNTRCTPRSNL1;Заключать и подписывать договоры страхования жизни на случай смерти, дожития до определенного возраста или срока либо наступления иного события без условия осуществления периодических страховых выплат (ренты, аннуитетов);Заключать и подписывать договоры страхования жизни на случай смерти, дожития до определенного возраста или срока либо наступления иного события без условия осуществления периодических страховых выплат (ренты, аннуитетов);0d48ab1a-4b17-4642-ae78-b93ef7e33537;BB;01.09.2023;;;PUB;"[""P"", ""OA"", ""OB"", ""OL""]";"[""P"", ""OA"", ""OB"", ""OL""]";"{""isRestriction"": false}";;;POWER_PWR_CLASS_MCHD_ANOTHER_CNTRCTPRSNL1
BBDOCS_CNTRCT_INSRNC_FRSKS_CNTRCTFRSKS11;CNTRCTFRSKS11;Заключать и подписывать договоры добровольного страхования финансовых рисков в составе комбинированного (комплексного) договора страхования пассажиров;Заключать и подписывать договоры добровольного страхования финансовых рисков в составе комбинированного (комплексного) договора страхования пассажиров;67c4ac52-5415-4ad9-b1ed-c4ca55c4ad99;BB;01.09.2023;;;PUB;"[""P"", ""OA"", ""OB"", ""OL""]";"[""P"", ""OA"", ""OB"", ""OL""]";"{""isRestriction"": false}";;;POWER_PWR_CLASS_MCHD_ANOTHER_CNTRCTFRSKS11
BBDOCS_CNTRCT_INSRNC_RNSRNC_CNTRCTRNSRNC1;CNTRCTRNSRNC1;Заключать и подписывать соглашения об урегулировании страховых случаев;Заключать и подписывать соглашения об урегулировании страховых случаев;86cea2ca-18db-4abc-851c-2e3bcc59ea83;BB;01.09.2023;;;PUB;"[""P"", ""OA"", ""OB"", ""OL""]";"[""P"", ""OA"", ""OB"", ""OL""]";"{""isRestriction"": false}";;;POWER_PWR_CLASS_MCHD_ANOTHER_CNTRCTRNSRNC1
